root(Clone)/floor,0,30,0,0,0,0,0,1,10,0.1,10,0,0,0,0.5,0.5,0.5
root(Clone)/walls/wall,1,30,1.41,-1.23,0,0,0,1,3.65,3.94,0.1,0,0,0,0.5,0.5,0.5
root(Clone)/walls/wall (1),2,30,1.41,2.38,0,0,0,1,5.61,3.94,0.1,0,0,0,0.5,0.5,0.5
root(Clone)/walls/wall (2),3,31.12,1.41,0.75,0,0.7071068,0,0.7071068,7.040002,3.94,0.1000001,0,0,0,0.5,0.5,0.5
root(Clone)/walls/wall (3),4,28.55,1.41,0.75,0,0.7071068,0,0.7071068,8.260002,3.94,0.1000001,0,0,0,0.5,0.5,0.5
root(Clone)/Objs/Cube,5,30,0.5,2.33,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
root(Clone)/Objs/Cube (1),6,29.04,0.5,-3.72,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
root(Clone)/Objs/Cube (2),7,29.04,0.5,3.73,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
root(Clone)/Objs/Cube (3),8,32.57,0.5,0.74,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
root(Clone)/Objs/Cube (4),9,25.89,0.5,0.74,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
