root(Clone)/floor,0,70,0,20,0,0,0,1,10,0.1,10,0,0,0,0.5,0.5,0.5
root(Clone)/walls/wall,1,70,1.41,18.77,0,0,0,1,3.65,3.94,0.1,0,0,0,0.5,0.5,0.5
root(Clone)/walls/wall (1),2,70,1.41,22.38,0,0,0,1,5.61,3.94,0.1,0,0,0,0.5,0.5,0.5
root(Clone)/walls/wall (2),3,71.12,1.41,20.75,0,0.7071068,0,0.7071068,7.040002,3.94,0.1000001,0,0,0,0.5,0.5,0.5
root(Clone)/walls/wall (3),4,68.55,1.41,20.75,0,0.7071068,0,0.7071068,8.260002,3.94,0.1000001,0,0,0,0.5,0.5,0.5
root(Clone)/Objs/Cube,5,70,0.5,22.33,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
root(Clone)/Objs/Cube (1),6,69.04,0.5,16.28,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
root(Clone)/Objs/Cube (2),7,69.04,0.5,23.73,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
root(Clone)/Objs/Cube (3),8,72.57,0.5,20.74,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
root(Clone)/Objs/Cube (4),9,65.89,0.5,20.74,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
