root(Clone)/floor,0,10,0,70,0,0,0,1,10,0.1,10,0,0,0,0.5,0.5,0.5
root(Clone)/walls/wall,1,10,1.41,68.77,0,0,0,1,3.65,3.94,0.1,0,0,0,0.5,0.5,0.5
root(Clone)/walls/wall (1),2,10,1.41,72.38,0,0,0,1,5.61,3.94,0.1,0,0,0,0.5,0.5,0.5
root(Clone)/walls/wall (2),3,11.12,1.41,70.75,0,0.7071068,0,0.7071068,7.040002,3.94,0.1000001,0,0,0,0.5,0.5,0.5
root(Clone)/walls/wall (3),4,8.55,1.41,70.75,0,0.7071068,0,0.7071068,8.260002,3.94,0.1000001,0,0,0,0.5,0.5,0.5
root(Clone)/Objs/Cube,5,10,0.5,72.33,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
root(Clone)/Objs/Cube (1),6,9.04,0.5,66.28,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
root(Clone)/Objs/Cube (2),7,9.04,0.5,73.73,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
root(Clone)/Objs/Cube (3),8,12.57,0.5,70.74,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
root(Clone)/Objs/Cube (4),9,5.89,0.5,70.74,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
