floor,0,0,0,0,0,0,0,1,17.49,0.1,17.3,0,0,0,0.5,0.5,0.5
walls/wall,1,0,3.0738,-2.73,0,0,0,1,5.61,8.5892,0.1,0,0,0,0.5,0.5,0.5
walls/wall (1),2,0,3.0738,4.53,0,0,0,1,5.61,8.5892,0.1,0,0,0,0.5,0.5,0.5
walls/wall (2),3,2.5,3.0738,0.75,0,0.7071068,0,0.7071068,7.040002,8.5892,0.1000001,0,0,0,0.5,0.5,0.5
walls/wall (3),4,-2.51,3.0738,0.75,0,0.7071068,0,0.7071068,8.260002,8.5892,0.1000001,0,0,0,0.5,0.5,0.5
Objs/Cube,5,-1.51,0.657,1.65,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (1),6,0,0.657,6.68,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (2),7,7.34,0.657,1.074,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (3),8,0.69,0.657,-6.93,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (4),9,-6.94,0.5,1.4,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (5),10,2.41,0.657,6.68,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (6),11,-4.53,0.5,1.4,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (7),12,3.1,0.657,-6.93,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (8),13,9.75,0.657,1.074,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (9),14,0.9000001,0.657,1.65,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (10),15,-0.5799999,0.657,4.56,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (11),16,8.27,0.657,3.984,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (12),17,1.62,0.657,-4.02,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (13),18,-6.01,0.5,4.31,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (14),19,0.93,0.657,9.59,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (15),20,-1.48,0.657,9.59,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (16),21,-8.42,0.5,4.31,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (17),22,-0.79,0.657,-4.02,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (18),23,5.86,0.657,3.984,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (19),24,-2.99,0.657,4.56,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (20),25,-2.99,0.657,-0.5099998,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (21),26,5.86,0.657,-1.086,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (22),27,-0.79,0.657,-9.09,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (23),28,-8.42,0.5,-0.7599998,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (24),29,-1.48,0.657,4.52,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (25),30,0.93,0.657,4.52,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (26),31,-6.01,0.5,-0.7599998,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (27),32,1.62,0.657,-9.09,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (28),33,8.27,0.657,-1.086,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (29),34,-0.5799999,0.657,-0.5099998,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (30),35,0.9000001,0.657,-3.42,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (31),36,9.75,0.657,-3.996,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
Objs/Cube (32),37,3.1,0.657,-12,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5
